Gender	Reference period	Province	Population	Age Group	Births	Deaths	Migration Effect
Men	2015	Ontario	435996	15 to 19 years			
Men	2016	Ontario	434073	15 to 19 years			
Men	2017	Ontario	434085	15 to 19 years			
Men	2018	Ontario	435085	15 to 19 years			
Men	2019	Ontario	435220	15 to 19 years			
Men	2020	Ontario	433270	15 to 19 years			
Men	2021	Ontario	426179	15 to 19 years			
Men	2022	Ontario	443214	15 to 19 years			
Men	2023	Ontario	461668	15 to 19 years			
Men	2014	Ontario	491906	20 to 24 years			
Men	2015	Ontario	493689	20 to 24 years			
Men	2016	Ontario	499676	20 to 24 years			
Men	2017	Ontario	513902	20 to 24 years			
Men	2018	Ontario	532432	20 to 24 years			
Men	2019	Ontario	543426	20 to 24 years			
Men	2020	Ontario	536817	20 to 24 years			
Men	2021	Ontario	516635	20 to 24 years			
Men	2022	Ontario	536718	20 to 24 years			
Men	2023	Ontario	579600	20 to 24 years			
Men	2014	Ontario	462476	25 to 29 years			
Men	2015	Ontario	470218	25 to 29 years			
Men	2016	Ontario	484318	25 to 29 years			
Men	2017	Ontario	500406	25 to 29 years			
Men	2018	Ontario	525163	25 to 29 years			
Men	2019	Ontario	547197	25 to 29 years			
Men	2020	Ontario	564500	25 to 29 years			
Men	2021	Ontario	572125	25 to 29 years			
Men	2022	Ontario	597660	25 to 29 years			
Men	2023	Ontario	645346	25 to 29 years			
Men	2014	Ontario	441123	30 to 34 years			
Men	2015	Ontario	448439	30 to 34 years			
Men	2016	Ontario	461597	30 to 34 years			
Men	2017	Ontario	473155	30 to 34 years			
Men	2018	Ontario	487821	30 to 34 years			
Men	2019	Ontario	507545	30 to 34 years			
Men	2020	Ontario	528004	30 to 34 years			
Men	2021	Ontario	542798	30 to 34 years			
Men	2022	Ontario	569281	30 to 34 years			
Men	2023	Ontario	617119	30 to 34 years			
Men	2014	Ontario	426558	35 to 39 years			
Men	2015	Ontario	425971	35 to 39 years			
Men	2016	Ontario	432306	35 to 39 years			
Men	2017	Ontario	442335	35 to 39 years			
Men	2018	Ontario	458376	35 to 39 years			
Men	2019	Ontario	476546	35 to 39 years			
Men	2020	Ontario	492317	35 to 39 years			
Men	2021	Ontario	502852	35 to 39 years			
Men	2022	Ontario	519892	35 to 39 years			
Men	2023	Ontario	547976	35 to 39 years			
Men	2014	Ontario	454129	40 to 44 years			
Men	2015	Ontario	447211	40 to 44 years			
Men	2016	Ontario	440248	40 to 44 years			
Men	2017	Ontario	438539	40 to 44 years			
Men	2018	Ontario	440109	40 to 44 years			
Men	2019	Ontario	445671	40 to 44 years			
Men	2020	Ontario	451087	40 to 44 years			
Men	2021	Ontario	459521	40 to 44 years			
Men	2022	Ontario	471414	40 to 44 years			
Men	2023	Ontario	492986	40 to 44 years			
Men	2014	Ontario	492550	45 to 49 years			
Men	2015	Ontario	478824	45 to 49 years			
Men	2016	Ontario	473209	45 to 49 years			
Men	2017	Ontario	470170	45 to 49 years			
Men	2018	Ontario	466882	45 to 49 years			
Men	2019	Ontario	462753	45 to 49 years			
Men	2020	Ontario	458460	45 to 49 years			
Men	2021	Ontario	452406	45 to 49 years			
Men	2022	Ontario	450987	45 to 49 years			
Men	2023	Ontario	456851	45 to 49 years			
Men	2014	Ontario	541790	50 to 54 years			
Men	2015	Ontario	543585	50 to 54 years			
Men	2016	Ontario	536338	50 to 54 years			
Men	2017	Ontario	523595	50 to 54 years			
Men	2018	Ontario	506584	50 to 54 years			
Men	2019	Ontario	490495	50 to 54 years			
Men	2020	Ontario	477929	50 to 54 years			
Men	2021	Ontario	472928	50 to 54 years			
Men	2022	Ontario	470569	50 to 54 years			
Men	2023	Ontario	469040	50 to 54 years			
Men	2014	Ontario	472871	55 to 59 years			
Men	2015	Ontario	484758	55 to 59 years			
Men	2016	Ontario	497993	55 to 59 years			
Men	2017	Ontario	509553	55 to 59 years			
Men	2018	Ontario	521926	55 to 59 years			
Men	2019	Ontario	532286	55 to 59 years			
Men	2020	Ontario	534725	55 to 59 years			
Men	2021	Ontario	526613	55 to 59 years			
Men	2022	Ontario	512759	55 to 59 years			
Men	2023	Ontario	496723	55 to 59 years			
Men	2014	Ontario	390058	60 to 64 years			
Men	2015	Ontario	402301	60 to 64 years			
Men	2016	Ontario	414431	60 to 64 years			
Men	2017	Ontario	429489	60 to 64 years			
Men	2018	Ontario	444523	60 to 64 years			
Men	2019	Ontario	458650	60 to 64 years			
Men	2020	Ontario	471774	60 to 64 years			
Men	2021	Ontario	485012	60 to 64 years			
Men	2022	Ontario	494663	60 to 64 years			
Men	2023	Ontario	505703	60 to 64 years			
Men	2014	Ontario	329337	65 to 69 years			
Men	2015	Ontario	342884	65 to 69 years			
Men	2016	Ontario	353810	65 to 69 years			
Men	2017	Ontario	356186	65 to 69 years			
Men	2018	Ontario	361684	65 to 69 years			
Men	2019	Ontario	371067	65 to 69 years			
Men	2020	Ontario	383086	65 to 69 years			
Men	2021	Ontario	394059	65 to 69 years			
Men	2022	Ontario	408032	65 to 69 years			
Men	2023	Ontario	422684	65 to 69 years			
Men	2014	Ontario	231367	70 to 74 years			
Men	2015	Ontario	240601	70 to 74 years			
Men	2016	Ontario	252532	70 to 74 years			
Men	2017	Ontario	273774	70 to 74 years			
Men	2018	Ontario	290519	70 to 74 years			
Men	2019	Ontario	305092	70 to 74 years			
Men	2020	Ontario	318551	70 to 74 years			
Men	2021	Ontario	328986	70 to 74 years			
Men	2022	Ontario	330228	70 to 74 years			
Men	2023	Ontario	334744	70 to 74 years			
Men	2014	Ontario	170929	75 to 79 years			
Men	2015	Ontario	174600	75 to 79 years			
Men	2016	Ontario	179217	75 to 79 years			
Men	2017	Ontario	186110	75 to 79 years			
Men	2018	Ontario	194843	75 to 79 years			
Men	2019	Ontario	204024	75 to 79 years			
Men	2020	Ontario	212276	75 to 79 years			
Men	2021	Ontario	222549	75 to 79 years			
Men	2022	Ontario	241428	75 to 79 years			
Men	2023	Ontario	256351	75 to 79 years			
Men	2014	Ontario	121672	80 to 84 years			
Men	2015	Ontario	123670	80 to 84 years			
Men	2016	Ontario	126180	80 to 84 years			
Men	2017	Ontario	128604	80 to 84 years			
Men	2018	Ontario	131540	80 to 84 years			
Men	2019	Ontario	135819	80 to 84 years			
Men	2020	Ontario	139625	80 to 84 years			
Men	2021	Ontario	143650	80 to 84 years			
Men	2022	Ontario	149242	80 to 84 years			
Men	2023	Ontario	156183	80 to 84 years			
Men	2014	Ontario	67091	85 to 89 years			
Men	2015	Ontario	69711	85 to 89 years			
Men	2016	Ontario	72981	85 to 89 years			
Men	2017	Ontario	75454	85 to 89 years			
Men	2018	Ontario	77697	85 to 89 years			
Men	2019	Ontario	79768	85 to 89 years			
Men	2020	Ontario	81340	85 to 89 years			
Men	2021	Ontario	83324	85 to 89 years			
Men	2022	Ontario	85259	85 to 89 years			
Men	2023	Ontario	87457	85 to 89 years			
Men	2014	Ontario	28819	90 years and older			
Men	2015	Ontario	30942	90 years and older			
Men	2016	Ontario	33538	90 years and older			
Men	2017	Ontario	35445	90 years and older			
Men	2018	Ontario	37200	90 years and older			
Men	2019	Ontario	38692	90 years and older			
Men	2020	Ontario	40332	90 years and older			
Men	2021	Ontario	42506	90 years and older			
Men	2022	Ontario	44235	90 years and older			
Men	2023	Ontario	45644	90 years and older			
Women	2014	Ontario	68473	0 years			
Women	2015	Ontario	68229	0 years			
Women	2016	Ontario	68317	0 years			
Women	2017	Ontario	68620	0 years			
Women	2018	Ontario	68789	0 years			
Women	2019	Ontario	68853	0 years			
Women	2020	Ontario	68844	0 years			
Women	2021	Ontario	66692	0 years			
Women	2022	Ontario	67473	0 years			
Women	2023	Ontario	65526	0 years			
Women	2014	Ontario	365598	5 to 9 years			
Women	2015	Ontario	369464	5 to 9 years			
Women	2016	Ontario	373333	5 to 9 years			
Women	2017	Ontario	374387	5 to 9 years			
Women	2018	Ontario	375137	5 to 9 years			
Women	2019	Ontario	376978	5 to 9 years			
Women	2020	Ontario	378416	5 to 9 years			
Women	2021	Ontario	379662	5 to 9 years			
Women	2022	Ontario	382327	5 to 9 years			
Women	2023	Ontario	387933	5 to 9 years			
Women	2014	Ontario	367642	10 to 14 years			
Women	2015	Ontario	368810	10 to 14 years			
Women	2016	Ontario	373133	10 to 14 years			
Women	2017	Ontario	376528	10 to 14 years			
Women	2018	Ontario	382466	10 to 14 years			
Women	2019	Ontario	386164	10 to 14 years			
Women	2020	Ontario	389792	10 to 14 years			
Women	2021	Ontario	390905	10 to 14 years			
Women	2022	Ontario	394854	10 to 14 years			
Women	2023	Ontario	400424	10 to 14 years			
Women	2014	Ontario	414019	15 to 19 years			
Women	2015	Ontario	409307	15 to 19 years			
Women	2016	Ontario	408322	15 to 19 years			
Women	2017	Ontario	408066	15 to 19 years			
Women	2018	Ontario	409297	15 to 19 years			
Women	2019	Ontario	409774	15 to 19 years			
Women	2020	Ontario	407497	15 to 19 years			
Women	2021	Ontario	398540	15 to 19 years			
Women	2022	Ontario	413113	15 to 19 years			
Women	2023	Ontario	428529	15 to 19 years			
Women	2014	Ontario	459935	20 to 24 years			
Women	2015	Ontario	455233	20 to 24 years			
Women	2016	Ontario	458735	20 to 24 years			
Women	2017	Ontario	469267	20 to 24 years			
Women	2018	Ontario	482133	20 to 24 years			
Women	2019	Ontario	490254	20 to 24 years			
Women	2020	Ontario	488578	20 to 24 years			
Women	2021	Ontario	472255	20 to 24 years			
Women	2022	Ontario	487755	20 to 24 years			
Women	2023	Ontario	518856	20 to 24 years			
Women	2014	Ontario	456345	25 to 29 years			
Women	2015	Ontario	457130	25 to 29 years			
Women	2016	Ontario	463448	25 to 29 years			
Women	2017	Ontario	474979	25 to 29 years			
Women	2018	Ontario	493471	25 to 29 years			
Women	2019	Ontario	510072	25 to 29 years			
Women	2020	Ontario	521149	25 to 29 years			
Women	2021	Ontario	521991	25 to 29 years			
Women	2022	Ontario	542485	25 to 29 years			
Women	2023	Ontario	582161	25 to 29 years			
Women	2014	Ontario	460679	30 to 34 years			
Women	2015	Ontario	463441	30 to 34 years			
Women	2016	Ontario	469087	30 to 34 years			
Women	2017	Ontario	474584	30 to 34 years			
Women	2018	Ontario	483714	30 to 34 years			
Women	2019	Ontario	498054	30 to 34 years			
Women	2020	Ontario	513459	30 to 34 years			
Women	2021	Ontario	521909	30 to 34 years			
Women	2022	Ontario	543442	30 to 34 years			
Women	2023	Ontario	580944	30 to 34 years			
Women	2014	Ontario	454802	35 to 39 years			
Women	2015	Ontario	455051	35 to 39 years			
Women	2016	Ontario	459862	35 to 39 years			
Women	2017	Ontario	465068	35 to 39 years			
Women	2018	Ontario	474393	35 to 39 years			
Women	2019	Ontario	484573	35 to 39 years			
Women	2020	Ontario	495342	35 to 39 years			
Women	2021	Ontario	501893	35 to 39 years			
Women	2022	Ontario	514716	35 to 39 years			
Women	2023	Ontario	535206	35 to 39 years			
Women	2014	Ontario	471775	40 to 44 years			
Women	2015	Ontario	468892	40 to 44 years			
Women	2016	Ontario	465339	40 to 44 years			
Women	2017	Ontario	464917	40 to 44 years			
Women	2018	Ontario	466338	40 to 44 years			
Women	2019	Ontario	469238	40 to 44 years			
Women	2020	Ontario	470815	40 to 44 years			
Women	2021	Ontario	474155	40 to 44 years			
Women	2022	Ontario	482497	40 to 44 years			
Women	2023	Ontario	499055	40 to 44 years			
Women	2014	Ontario	499480	45 to 49 years			
Women	2015	Ontario	488326	45 to 49 years			
Women	2016	Ontario	486590	45 to 49 years			
Women	2017	Ontario	486893	45 to 49 years			
Women	2018	Ontario	486606	45 to 49 years			
Women	2019	Ontario	485053	45 to 49 years			
Women	2020	Ontario	482837	45 to 49 years			
Women	2021	Ontario	476527	45 to 49 years			
Women	2022	Ontario	474840	45 to 49 years			
Women	2023	Ontario	478882	45 to 49 years			
Women	2014	Ontario	543235	50 to 54 years			
Women	2015	Ontario	545644	50 to 54 years			
Women	2016	Ontario	538400	50 to 54 years			
Women	2017	Ontario	529004	50 to 54 years			
Women	2018	Ontario	516320	50 to 54 years			
Women	2019	Ontario	505475	50 to 54 years			
Women	2020	Ontario	497643	50 to 54 years			
Women	2021	Ontario	497548	50 to 54 years			
Women	2022	Ontario	496423	50 to 54 years			
Women	2023	Ontario	496061	50 to 54 years			
Women	2014	Ontario	486915	55 to 59 years			
Women	2015	Ontario	496900	55 to 59 years			
Women	2016	Ontario	509198	55 to 59 years			
Women	2017	Ontario	519181	55 to 59 years			
Women	2018	Ontario	530385	55 to 59 years			
Women	2019	Ontario	540184	55 to 59 years			
Women	2020	Ontario	544142	55 to 59 years			
Women	2021	Ontario	537478	55 to 59 years			
Women	2022	Ontario	528016	55 to 59 years			
Women	2023	Ontario	516573	55 to 59 years			
Women	2014	Ontario	416254	60 to 64 years			
Women	2015	Ontario	429123	60 to 64 years			
Women	2016	Ontario	442065	60 to 64 years			
Women	2017	Ontario	456695	60 to 64 years			
Women	2018	Ontario	469381	60 to 64 years			
Women	2019	Ontario	481182	60 to 64 years			
Women	2020	Ontario	492254	60 to 64 years			
Women	2021	Ontario	504436	60 to 64 years			
Women	2022	Ontario	513179	60 to 64 years			
Women	2023	Ontario	524431	60 to 64 years			
Women	2014	Ontario	356622	65 to 69 years			
Women	2015	Ontario	373065	65 to 69 years			
Women	2016	Ontario	385862	65 to 69 years			
Women	2017	Ontario	388914	65 to 69 years			
Women	2018	Ontario	395258	65 to 69 years			
Women	2019	Ontario	406632	65 to 69 years			
Women	2020	Ontario	419380	65 to 69 years			
Women	2021	Ontario	431501	65 to 69 years			
Women	2022	Ontario	445864	65 to 69 years			
Women	2023	Ontario	459261	65 to 69 years			
Women	2014	Ontario	261867	70 to 74 years			
Women	2015	Ontario	269993	70 to 74 years			
Women	2016	Ontario	281484	70 to 74 years			
Women	2017	Ontario	304080	70 to 74 years			
Women	2018	Ontario	322715	70 to 74 years			
Women	2019	Ontario	339013	70 to 74 years			
Women	2020	Ontario	355491	70 to 74 years			
Women	2021	Ontario	367611	70 to 74 years			
Women	2022	Ontario	370720	70 to 74 years			
Women	2023	Ontario	378078	70 to 74 years			
Women	2014	Ontario	205161	75 to 79 years			
Women	2015	Ontario	209250	75 to 79 years			
Women	2016	Ontario	214265	75 to 79 years			
Women	2017	Ontario	221879	75 to 79 years			
Women	2018	Ontario	230358	75 to 79 years			
Women	2019	Ontario	238864	75 to 79 years			
Women	2020	Ontario	246226	75 to 79 years			
Women	2021	Ontario	256395	75 to 79 years			
Women	2022	Ontario	277730	75 to 79 years			
Women	2023	Ontario	295600	75 to 79 years			
Women	2014	Ontario	162512	80 to 84 years			
Women	2015	Ontario	163487	80 to 84 years			
Women	2016	Ontario	164646	80 to 84 years			
Women	2017	Ontario	166538	80 to 84 years			
Women	2018	Ontario	169637	80 to 84 years			
Women	2019	Ontario	174738	80 to 84 years			
Women	2020	Ontario	179446	80 to 84 years			
Women	2021	Ontario	184585	80 to 84 years			
Women	2022	Ontario	190597	80 to 84 years			
Women	2023	Ontario	197501	80 to 84 years			
Women	2014	Ontario	112063	85 to 89 years			
Women	2015	Ontario	113386	85 to 89 years			
Women	2016	Ontario	115820	85 to 89 years			
Women	2017	Ontario	117868	85 to 89 years			
Women	2018	Ontario	119443	85 to 89 years			
Women	2019	Ontario	120742	85 to 89 years			
Women	2020	Ontario	121869	85 to 89 years			
Women	2021	Ontario	123315	85 to 89 years			
Women	2022	Ontario	124791	85 to 89 years			
Women	2023	Ontario	127462	85 to 89 years			
Women	2014	Ontario	73122	90 years and older			
Women	2015	Ontario	76231	90 years and older			
Women	2016	Ontario	80317	90 years and older			
Women	2017	Ontario	83168	90 years and older			
Women	2018	Ontario	85371	90 years and older			
Women	2019	Ontario	87900	90 years and older			
Women	2020	Ontario	89891	90 years and older			
Women	2021	Ontario	92856	90 years and older			
Women	2022	Ontario	94942	90 years and older			
Women	2023	Ontario	96091	90 years and older			
Men	2014	Manitoba	8444	0 years			
Men	2015	Manitoba	8627	0 years			
Men	2016	Manitoba	8554	0 years			
Men	2017	Manitoba	8651	0 years			
Men	2018	Manitoba	8938	0 years			
Men	2019	Manitoba	8514	0 years			
Men	2020	Manitoba	8304	0 years			
Men	2021	Manitoba	8356	0 years			
Men	2022	Manitoba	8457	0 years			
Men	2023	Manitoba	8180	0 years			
Men	2014	Manitoba	40494	5 to 9 years			
Men	2015	Manitoba	41324	5 to 9 years			
Men	2016	Manitoba	42441	5 to 9 years			
Men	2017	Manitoba	43483	5 to 9 years			
Men	2018	Manitoba	44294	5 to 9 years			
Men	2019	Manitoba	44979	5 to 9 years			
Men	2020	Manitoba	45482	5 to 9 years			
Men	2021	Manitoba	45725	5 to 9 years			
Men	2022	Manitoba	46182	5 to 9 years			
Men	2023	Manitoba	47062	5 to 9 years			
Men	2014	Manitoba	41179	10 to 14 years			
Men	2015	Manitoba	40893	10 to 14 years			
Men	2016	Manitoba	41022	10 to 14 years			
Men	2017	Manitoba	41452	10 to 14 years			
Men	2018	Manitoba	42340	10 to 14 years			
Men	2019	Manitoba	43383	10 to 14 years			
Men	2020	Manitoba	44315	10 to 14 years			
Men	2021	Manitoba	44788	10 to 14 years			
Men	2022	Manitoba	45433	10 to 14 years			
Men	2023	Manitoba	46760	10 to 14 years			
Men	2014	Manitoba	44005	15 to 19 years			
Men	2015	Manitoba	44505	15 to 19 years			
Men	2016	Manitoba	45071	15 to 19 years			
Men	2017	Manitoba	45457	15 to 19 years			
Men	2018	Manitoba	45561	15 to 19 years			
Men	2019	Manitoba	45123	15 to 19 years			
Men	2020	Manitoba	43989	15 to 19 years			
Men	2021	Manitoba	43457	15 to 19 years			
Men	2022	Manitoba	44302	15 to 19 years			
Men	2023	Manitoba	46169	15 to 19 years			
Men	2014	Manitoba	47149	20 to 24 years			
Men	2015	Manitoba	48201	20 to 24 years			
Men	2016	Manitoba	48779	20 to 24 years			
Men	2017	Manitoba	49932	20 to 24 years			
Men	2018	Manitoba	51073	20 to 24 years			
Men	2019	Manitoba	51938	20 to 24 years			
Men	2020	Manitoba	52460	20 to 24 years			
Men	2021	Manitoba	54273	20 to 24 years			
Men	2022	Manitoba	56177	20 to 24 years			
Men	2023	Manitoba	58638	20 to 24 years			
Men	2014	Manitoba	45267	25 to 29 years			
Men	2015	Manitoba	46638	25 to 29 years			
Men	2016	Manitoba	48368	25 to 29 years			
Men	2017	Manitoba	49843	25 to 29 years			
Men	2018	Manitoba	50988	25 to 29 years			
Men	2019	Manitoba	51877	25 to 29 years			
Men	2020	Manitoba	51858	25 to 29 years			
Men	2021	Manitoba	52777	25 to 29 years			
Men	2022	Manitoba	54447	25 to 29 years			
Men	2023	Manitoba	59094	25 to 29 years			
Men	2014	Manitoba	43169	30 to 34 years			
Men	2015	Manitoba	44443	30 to 34 years			
Men	2016	Manitoba	45992	30 to 34 years			
Men	2017	Manitoba	47556	30 to 34 years			
Men	2018	Manitoba	48503	30 to 34 years			
Men	2019	Manitoba	49322	30 to 34 years			
Men	2020	Manitoba	49993	30 to 34 years			
Men	2021	Manitoba	50317	30 to 34 years			
Men	2022	Manitoba	51281	30 to 34 years			
Men	2023	Manitoba	54145	30 to 34 years			
